week_start,store_id,cat_id,weekly_units_sold,weekly_revenue
2016-03-07,CA_2,HOBBIES,2776.0,11535.97
2016-03-14,CA_2,HOBBIES,2368.0,9043.91
2016-03-21,CA_2,HOBBIES,2799.0,11054.7
2016-03-28,CA_2,HOBBIES,3007.0,12001.2
2016-04-04,CA_2,HOBBIES,2991.0,11682.21
2016-04-11,CA_2,HOBBIES,2812.0,11169.63
2016-04-18,CA_2,HOBBIES,2837.0,11155.44
2016-04-25,CA_2,HOBBIES,3068.0,11609.66
2016-05-02,CA_2,HOBBIES,3110.0,11673.74
2016-05-09,CA_2,HOBBIES,3121.0,11432.93
2016-05-16,CA_2,HOBBIES,3258.0,12484.97
2011-01-24,CA_2,HOUSEHOLD,1491.0,6698.96
2011-01-31,CA_2,HOUSEHOLD,3806.0,17455.07
2011-02-07,CA_2,HOUSEHOLD,4137.0,19258.19
2011-02-14,CA_2,HOUSEHOLD,3901.0,19105.57
2011-02-21,CA_2,HOUSEHOLD,3892.0,18906.96
2011-02-28,CA_2,HOUSEHOLD,3965.0,18631.71
2011-03-07,CA_2,HOUSEHOLD,4041.0,19282.91
2011-03-14,CA_2,HOUSEHOLD,4507.0,19632.21
2011-03-21,CA_2,HOUSEHOLD,4376.0,19768.86
2011-03-28,CA_2,HOUSEHOLD,4335.0,20108.94
2011-04-04,CA_2,HOUSEHOLD,4414.0,20253.57
2011-04-11,CA_2,HOUSEHOLD,4125.0,19008.59
2011-04-18,CA_2,HOUSEHOLD,4106.0,19229.52
2011-04-25,CA_2,HOUSEHOLD,4114.0,19450.61
2011-05-02,CA_2,HOUSEHOLD,4030.0,18071.95
2011-05-09,CA_2,HOUSEHOLD,4439.0,20916.58
2011-05-16,CA_2,HOUSEHOLD,4157.0,19069.62
2011-05-23,CA_2,HOUSEHOLD,3707.0,16641.75
2011-05-30,CA_2,HOUSEHOLD,4429.0,19776.23
2011-06-06,CA_2,HOUSEHOLD,4312.0,19853.66
2011-06-13,CA_2,HOUSEHOLD,4211.0,19160.47
2011-06-20,CA_2,HOUSEHOLD,4224.0,19790.98
2011-06-27,CA_2,HOUSEHOLD,4035.0,18324.87
2011-07-04,CA_2,HOUSEHOLD,4799.0,21448.96
2011-07-11,CA_2,HOUSEHOLD,4542.0,20830.19
2011-07-18,CA_2,HOUSEHOLD,4582.0,20501.5
2011-07-25,CA_2,HOUSEHOLD,4519.0,20778.47
2011-08-01,CA_2,HOUSEHOLD,4752.0,21167.93
2011-08-08,CA_2,HOUSEHOLD,4464.0,20443.98
2011-08-15,CA_2,HOUSEHOLD,4590.0,21160.77
2011-08-22,CA_2,HOUSEHOLD,4299.0,20193.38
2011-08-29,CA_2,HOUSEHOLD,4318.0,18956.8
2011-09-05,CA_2,HOUSEHOLD,4901.0,22447.8
2011-09-12,CA_2,HOUSEHOLD,4565.0,21502.67
2011-09-19,CA_2,HOUSEHOLD,4620.0,21099.1
2011-09-26,CA_2,HOUSEHOLD,4719.0,19502.61
2011-10-03,CA_2,HOUSEHOLD,4595.0,19281.55
2011-10-10,CA_2,HOUSEHOLD,4845.0,21136.14
2011-10-17,CA_2,HOUSEHOLD,4538.0,20184.43
2011-10-24,CA_2,HOUSEHOLD,4488.0,20744.64
2011-10-31,CA_2,HOUSEHOLD,4370.0,19531.6
2011-11-07,CA_2,HOUSEHOLD,4463.0,19958.26
2011-11-14,CA_2,HOUSEHOLD,4453.0,20080.04
2011-11-21,CA_2,HOUSEHOLD,4021.0,17789.51
2011-11-28,CA_2,HOUSEHOLD,4179.0,18763.79
2011-12-05,CA_2,HOUSEHOLD,4102.0,18727.95
2011-12-12,CA_2,HOUSEHOLD,3882.0,18059.22
2011-12-19,CA_2,HOUSEHOLD,3228.0,15281.67
2011-12-26,CA_2,HOUSEHOLD,4649.0,19359.34
2012-01-02,CA_2,HOUSEHOLD,4396.0,20116.87
2012-01-09,CA_2,HOUSEHOLD,4101.0,18920.52
2012-01-16,CA_2,HOUSEHOLD,4127.0,19299.97
2012-01-23,CA_2,HOUSEHOLD,4223.0,19760.86
2012-01-30,CA_2,HOUSEHOLD,4311.0,20163.06
2012-02-06,CA_2,HOUSEHOLD,4528.0,21453.08
2012-02-13,CA_2,HOUSEHOLD,4368.0,20609.46
2012-02-20,CA_2,HOUSEHOLD,4930.0,21789.82
2012-02-27,CA_2,HOUSEHOLD,4998.0,22106.83
2012-03-05,CA_2,HOUSEHOLD,5442.0,23259.55
2012-03-12,CA_2,HOUSEHOLD,5035.0,22282.17
2012-03-19,CA_2,HOUSEHOLD,4903.0,22207.99
2012-03-26,CA_2,HOUSEHOLD,4913.0,21782.87
2012-04-02,CA_2,HOUSEHOLD,4911.0,21877.57
2012-04-09,CA_2,HOUSEHOLD,5056.0,22680.75
2012-04-16,CA_2,HOUSEHOLD,4809.0,22155.03
2012-04-23,CA_2,HOUSEHOLD,4965.0,21081.99
2012-04-30,CA_2,HOUSEHOLD,5215.0,22548.76
2012-05-07,CA_2,HOUSEHOLD,4555.0,20618.66
2012-05-14,CA_2,HOUSEHOLD,5163.0,22116.69
2012-05-21,CA_2,HOUSEHOLD,4687.0,20757.33
2012-05-28,CA_2,HOUSEHOLD,5773.0,24561.88
2012-06-04,CA_2,HOUSEHOLD,5206.0,22953.87
2012-06-11,CA_2,HOUSEHOLD,6665.0,24439.49
2012-06-18,CA_2,HOUSEHOLD,6604.0,24919.29
2012-06-25,CA_2,HOUSEHOLD,6291.0,23310.32
2012-07-02,CA_2,HOUSEHOLD,6259.0,24511.43
2012-07-09,CA_2,HOUSEHOLD,6112.0,24253.92
2012-07-16,CA_2,HOUSEHOLD,5848.0,23225.1
2012-07-23,CA_2,HOUSEHOLD,5737.0,22909.86
2012-07-30,CA_2,HOUSEHOLD,6053.0,24519.2
2012-08-06,CA_2,HOUSEHOLD,6273.0,24944.64
2012-08-13,CA_2,HOUSEHOLD,6641.0,25791.53
2012-08-20,CA_2,HOUSEHOLD,6278.0,24328.97
2012-08-27,CA_2,HOUSEHOLD,5797.0,24641.22
2012-09-03,CA_2,HOUSEHOLD,6858.0,26229.59
2012-09-10,CA_2,HOUSEHOLD,7050.0,26170.18
2012-09-17,CA_2,HOUSEHOLD,6522.0,25133.38
2012-09-24,CA_2,HOUSEHOLD,5952.0,24068.94
2012-10-01,CA_2,HOUSEHOLD,5773.0,23562.51
2012-10-08,CA_2,HOUSEHOLD,6469.0,25737.44
2012-10-15,CA_2,HOUSEHOLD,6240.0,24762.57
2012-10-22,CA_2,HOUSEHOLD,5916.0,25281.18
2012-10-29,CA_2,HOUSEHOLD,6006.0,24261.5
2012-11-05,CA_2,HOUSEHOLD,5334.0,22900.52
2012-11-12,CA_2,HOUSEHOLD,5366.0,22862.99
2012-11-19,CA_2,HOUSEHOLD,4945.0,21569.55
2012-11-26,CA_2,HOUSEHOLD,5437.0,24085.48
2012-12-03,CA_2,HOUSEHOLD,5408.0,23545.58
2012-12-10,CA_2,HOUSEHOLD,5208.0,22723.82
2012-12-17,CA_2,HOUSEHOLD,4985.0,21628.56
2012-12-24,CA_2,HOUSEHOLD,5348.0,20623.7
2012-12-31,CA_2,HOUSEHOLD,5244.0,21242.65
2013-01-07,CA_2,HOUSEHOLD,4876.0,20977.93
2013-01-14,CA_2,HOUSEHOLD,5272.0,22453.77
2013-01-21,CA_2,HOUSEHOLD,5553.0,23429.22
2013-01-28,CA_2,HOUSEHOLD,5019.0,21004.4
2013-02-04,CA_2,HOUSEHOLD,5476.0,22876.05
2013-02-11,CA_2,HOUSEHOLD,5733.0,22324.74
2013-02-18,CA_2,HOUSEHOLD,6136.0,24043.29
2013-02-25,CA_2,HOUSEHOLD,6305.0,25045.39
2013-03-04,CA_2,HOUSEHOLD,6214.0,23427.96
2013-03-11,CA_2,HOUSEHOLD,6557.0,24947.53
2013-03-18,CA_2,HOUSEHOLD,6298.0,25316.78
2013-03-25,CA_2,HOUSEHOLD,6662.0,25585.67
2013-04-01,CA_2,HOUSEHOLD,7399.0,25776.84
2013-04-08,CA_2,HOUSEHOLD,6134.0,25004.33
2013-04-15,CA_2,HOUSEHOLD,6165.0,25209.49
2013-04-22,CA_2,HOUSEHOLD,6376.0,25498.46
2013-04-29,CA_2,HOUSEHOLD,6630.0,26483.19
2013-05-06,CA_2,HOUSEHOLD,6163.0,25565.78
2013-05-13,CA_2,HOUSEHOLD,6096.0,26174.52
2013-05-20,CA_2,HOUSEHOLD,6418.0,25378.78
2013-05-27,CA_2,HOUSEHOLD,6987.0,29020.41
2013-06-03,CA_2,HOUSEHOLD,6961.0,27206.98
2013-06-10,CA_2,HOUSEHOLD,6689.0,26047.95
2013-06-17,CA_2,HOUSEHOLD,6749.0,27099.07
2013-06-24,CA_2,HOUSEHOLD,6373.0,26249.77
2013-07-01,CA_2,HOUSEHOLD,6506.0,26981.84
2013-07-08,CA_2,HOUSEHOLD,6694.0,27186.18
2013-07-15,CA_2,HOUSEHOLD,6800.0,26704.18
2013-07-22,CA_2,HOUSEHOLD,6440.0,26257.6
2013-07-29,CA_2,HOUSEHOLD,6629.0,26954.92
2013-08-05,CA_2,HOUSEHOLD,6159.0,25705.24
2013-08-12,CA_2,HOUSEHOLD,6673.0,27662.45
2013-08-19,CA_2,HOUSEHOLD,7010.0,27914.49
2013-08-26,CA_2,HOUSEHOLD,6245.0,25750.42
2013-09-02,CA_2,HOUSEHOLD,7119.0,27993.78
2013-09-09,CA_2,HOUSEHOLD,6802.0,27757.97
2013-09-16,CA_2,HOUSEHOLD,6908.0,27887.43
2013-09-23,CA_2,HOUSEHOLD,6465.0,25633.97
2013-09-30,CA_2,HOUSEHOLD,6842.0,27485.07
2013-10-07,CA_2,HOUSEHOLD,6473.0,26909.27
2013-10-14,CA_2,HOUSEHOLD,6307.0,26048.66
2013-10-21,CA_2,HOUSEHOLD,6024.0,25965.08
2013-10-28,CA_2,HOUSEHOLD,6230.0,26497.34
2013-11-04,CA_2,HOUSEHOLD,5795.0,24169.34
2013-11-11,CA_2,HOUSEHOLD,5994.0,25657.43
2013-11-18,CA_2,HOUSEHOLD,6137.0,25398.36
2013-11-25,CA_2,HOUSEHOLD,5746.0,24741.55
2013-12-02,CA_2,HOUSEHOLD,6051.0,25197.79
2013-12-09,CA_2,HOUSEHOLD,5874.0,24970.49
2013-12-16,CA_2,HOUSEHOLD,5333.0,23696.28
2013-12-23,CA_2,HOUSEHOLD,5157.0,22311.57
2013-12-30,CA_2,HOUSEHOLD,5741.0,23721.39
2014-01-06,CA_2,HOUSEHOLD,5813.0,23911.46
2014-01-13,CA_2,HOUSEHOLD,5995.0,24277.44
2014-01-20,CA_2,HOUSEHOLD,6316.0,26629.74
2014-01-27,CA_2,HOUSEHOLD,5910.0,24225.37
2014-02-03,CA_2,HOUSEHOLD,6358.0,26799.39
2014-02-10,CA_2,HOUSEHOLD,6916.0,27145.8
2014-02-17,CA_2,HOUSEHOLD,6874.0,27011.4
2014-02-24,CA_2,HOUSEHOLD,6785.0,27724.34
2014-03-03,CA_2,HOUSEHOLD,6378.0,25685.99
2014-03-10,CA_2,HOUSEHOLD,6411.0,27324.08
2014-03-17,CA_2,HOUSEHOLD,6864.0,27963.07
2014-03-24,CA_2,HOUSEHOLD,6488.0,26665.32
2014-03-31,CA_2,HOUSEHOLD,5902.0,24215.26
2014-04-07,CA_2,HOUSEHOLD,5634.0,24590.19
2014-04-14,CA_2,HOUSEHOLD,5722.0,24978.94
2014-04-21,CA_2,HOUSEHOLD,5611.0,23805.36
2014-04-28,CA_2,HOUSEHOLD,5893.0,24205.38
2014-05-05,CA_2,HOUSEHOLD,5219.0,22009.97
2014-05-12,CA_2,HOUSEHOLD,5507.0,23747.85
2014-05-19,CA_2,HOUSEHOLD,5186.0,22123.17
2014-05-26,CA_2,HOUSEHOLD,5091.0,21938.26
2014-06-02,CA_2,HOUSEHOLD,4833.0,20280.05
2014-06-09,CA_2,HOUSEHOLD,4881.0,21130.93
2014-06-16,CA_2,HOUSEHOLD,5595.0,23225.33
2014-06-23,CA_2,HOUSEHOLD,5088.0,21705.93
2014-06-30,CA_2,HOUSEHOLD,5386.0,23008.39
2014-07-07,CA_2,HOUSEHOLD,5304.0,22807.54
2014-07-14,CA_2,HOUSEHOLD,5747.0,23398.32
2014-07-21,CA_2,HOUSEHOLD,5258.0,21917.49
2014-07-28,CA_2,HOUSEHOLD,4972.0,20789.5
2014-08-04,CA_2,HOUSEHOLD,5041.0,20779.21
2014-08-11,CA_2,HOUSEHOLD,4975.0,20974.5
2014-08-18,CA_2,HOUSEHOLD,5090.0,22022.9
2014-08-25,CA_2,HOUSEHOLD,4851.0,20651.26
2014-09-01,CA_2,HOUSEHOLD,5261.0,22232.69
2014-09-08,CA_2,HOUSEHOLD,5223.0,22650.07
2014-09-15,CA_2,HOUSEHOLD,5066.0,22375.25
2014-09-22,CA_2,HOUSEHOLD,4852.0,21081.6
2014-09-29,CA_2,HOUSEHOLD,5400.0,23480.19
2014-10-06,CA_2,HOUSEHOLD,5311.0,22800.95
2014-10-13,CA_2,HOUSEHOLD,5373.0,24220.14
2014-10-20,CA_2,HOUSEHOLD,5021.0,22592.64
2014-10-27,CA_2,HOUSEHOLD,5179.0,23165.8
2014-11-03,CA_2,HOUSEHOLD,5165.0,22349.54
2014-11-10,CA_2,HOUSEHOLD,4918.0,20981.93
2014-11-17,CA_2,HOUSEHOLD,4929.0,22054.34
2014-11-24,CA_2,HOUSEHOLD,4633.0,20243.47
2014-12-01,CA_2,HOUSEHOLD,5413.0,24241.91
2014-12-08,CA_2,HOUSEHOLD,4716.0,21196.82
2014-12-15,CA_2,HOUSEHOLD,4727.0,20674.8
2014-12-22,CA_2,HOUSEHOLD,4424.0,19190.62
2014-12-29,CA_2,HOUSEHOLD,5236.0,23176.61
2015-01-05,CA_2,HOUSEHOLD,5170.0,22171.12
2015-01-12,CA_2,HOUSEHOLD,5101.0,21492.4
2015-01-19,CA_2,HOUSEHOLD,4795.0,20821.12
2015-01-26,CA_2,HOUSEHOLD,4950.0,21435.51
2015-02-02,CA_2,HOUSEHOLD,5317.0,21537.19
2015-02-09,CA_2,HOUSEHOLD,4870.0,20420.46
2015-02-16,CA_2,HOUSEHOLD,5423.0,22748.94
2015-02-23,CA_2,HOUSEHOLD,5621.0,23662.35
2015-03-02,CA_2,HOUSEHOLD,5660.0,23360.43
2015-03-09,CA_2,HOUSEHOLD,6223.0,25227.13
2015-03-16,CA_2,HOUSEHOLD,5965.0,25035.2
2015-03-23,CA_2,HOUSEHOLD,5816.0,24309.42
2015-03-30,CA_2,HOUSEHOLD,6021.0,24947.27
2015-04-06,CA_2,HOUSEHOLD,5764.0,24498.71
2015-04-13,CA_2,HOUSEHOLD,5346.0,23905.73
2015-04-20,CA_2,HOUSEHOLD,5792.0,24823.62
2015-04-27,CA_2,HOUSEHOLD,5481.0,23613.71
2015-05-04,CA_2,HOUSEHOLD,5623.0,23963.56
2015-05-11,CA_2,HOUSEHOLD,5869.0,25293.16
2015-05-18,CA_2,HOUSEHOLD,5601.0,24148.38
2015-05-25,CA_2,HOUSEHOLD,6583.0,28299.16
2015-06-01,CA_2,HOUSEHOLD,6218.0,26824.34
2015-06-08,CA_2,HOUSEHOLD,6636.0,29020.56
2015-06-15,CA_2,HOUSEHOLD,6348.0,27739.18
2015-06-22,CA_2,HOUSEHOLD,6760.0,29054.41
2015-06-29,CA_2,HOUSEHOLD,6837.0,29123.83
2015-07-06,CA_2,HOUSEHOLD,6939.0,30167.0
2015-07-13,CA_2,HOUSEHOLD,7172.0,30590.13
2015-07-20,CA_2,HOUSEHOLD,7236.0,30920.66
2015-07-27,CA_2,HOUSEHOLD,7229.0,32047.16
2015-08-03,CA_2,HOUSEHOLD,7380.0,31845.31
2015-08-10,CA_2,HOUSEHOLD,7584.0,33405.38
2015-08-17,CA_2,HOUSEHOLD,7918.0,33180.17
2015-08-24,CA_2,HOUSEHOLD,7968.0,32249.27
2015-08-31,CA_2,HOUSEHOLD,7641.0,32234.48
2015-09-07,CA_2,HOUSEHOLD,7828.0,33475.68
2015-09-14,CA_2,HOUSEHOLD,7085.0,31681.42
2015-09-21,CA_2,HOUSEHOLD,7517.0,32402.68
2015-09-28,CA_2,HOUSEHOLD,7563.0,32506.96
2015-10-05,CA_2,HOUSEHOLD,7793.0,33642.81
2015-10-12,CA_2,HOUSEHOLD,7508.0,33048.21
2015-10-19,CA_2,HOUSEHOLD,7285.0,31344.61
2015-10-26,CA_2,HOUSEHOLD,7359.0,32008.98
2015-11-02,CA_2,HOUSEHOLD,7597.0,32910.9
2015-11-09,CA_2,HOUSEHOLD,7287.0,33236.89
2015-11-16,CA_2,HOUSEHOLD,7166.0,32255.67
2015-11-23,CA_2,HOUSEHOLD,6490.0,29583.72
2015-11-30,CA_2,HOUSEHOLD,7962.0,36809.9
2015-12-07,CA_2,HOUSEHOLD,6977.0,31020.32
2015-12-14,CA_2,HOUSEHOLD,6944.0,30942.03
2015-12-21,CA_2,HOUSEHOLD,6340.0,28488.73
2015-12-28,CA_2,HOUSEHOLD,7857.0,34684.3
2016-01-04,CA_2,HOUSEHOLD,7200.0,31309.84
2016-01-11,CA_2,HOUSEHOLD,6949.0,31368.09
2016-01-18,CA_2,HOUSEHOLD,7503.0,33793.27
2016-01-25,CA_2,HOUSEHOLD,7382.0,32659.05
2016-02-01,CA_2,HOUSEHOLD,6952.0,30182.45
2016-02-08,CA_2,HOUSEHOLD,7282.0,32279.73
2016-02-15,CA_2,HOUSEHOLD,7761.0,34834.99
2016-02-22,CA_2,HOUSEHOLD,7428.0,33181.79
2016-02-29,CA_2,HOUSEHOLD,7680.0,34319.89
2016-03-07,CA_2,HOUSEHOLD,7396.0,32829.19
2016-03-14,CA_2,HOUSEHOLD,5632.0,24881.67
2016-03-21,CA_2,HOUSEHOLD,7572.0,33466.31
2016-03-28,CA_2,HOUSEHOLD,8341.0,37015.24
2016-04-04,CA_2,HOUSEHOLD,8057.0,35667.81
2016-04-11,CA_2,HOUSEHOLD,7660.0,34545.53
2016-04-18,CA_2,HOUSEHOLD,7596.0,33816.54
2016-04-25,CA_2,HOUSEHOLD,8028.0,36392.68
2016-05-02,CA_2,HOUSEHOLD,7999.0,35884.94
2016-05-09,CA_2,HOUSEHOLD,8580.0,38817.25
2016-05-16,CA_2,HOUSEHOLD,8538.0,39090.75
2011-01-24,CA_3,FOODS,6981.0,14586.43
2011-01-31,CA_3,FOODS,23713.0,49418.22
2011-02-07,CA_3,FOODS,25486.0,56234.42
2011-02-14,CA_3,FOODS,18846.0,42910.08
2011-02-21,CA_3,FOODS,18788.0,43542.4
2011-02-28,CA_3,FOODS,21941.0,51693.82
2011-03-07,CA_3,FOODS,21520.0,49727.73
2011-03-14,CA_3,FOODS,20191.0,45436.47
2011-03-21,CA_3,FOODS,19135.0,43442.31
2011-03-28,CA_3,FOODS,20807.0,45981.51
2011-04-04,CA_3,FOODS,22783.0,51824.43
2011-04-11,CA_3,FOODS,19609.0,44468.51
2011-04-18,CA_3,FOODS,18732.0,44026.03
2011-04-25,CA_3,FOODS,16185.0,37914.75
2011-05-02,CA_3,FOODS,19515.0,45739.77
2011-05-09,CA_3,FOODS,19889.0,46565.93
2011-05-16,CA_3,FOODS,17152.0,40157.97
2011-05-23,CA_3,FOODS,17441.0,39457.89
2011-05-30,CA_3,FOODS,21497.0,49672.42
2011-06-06,CA_3,FOODS,22311.0,52422.5
2011-06-13,CA_3,FOODS,20057.0,47620.43
2011-06-20,CA_3,FOODS,20939.0,48387.83
2011-06-27,CA_3,FOODS,21041.0,47638.62
2011-07-04,CA_3,FOODS,24458.0,60301.81
2011-07-11,CA_3,FOODS,20427.0,50543.88
2011-07-18,CA_3,FOODS,20590.0,50218.72
2011-07-25,CA_3,FOODS,18669.0,45216.54
2011-08-01,CA_3,FOODS,22553.0,53771.52
2011-08-08,CA_3,FOODS,24795.0,60376.8
2011-08-15,CA_3,FOODS,22357.0,52700.45
2011-08-22,CA_3,FOODS,20589.0,50240.88
2011-08-29,CA_3,FOODS,21762.0,50435.21
2011-09-05,CA_3,FOODS,25876.0,63646.16
2011-09-12,CA_3,FOODS,22299.0,53934.16
2011-09-19,CA_3,FOODS,22810.0,55173.87
2011-09-26,CA_3,FOODS,24718.0,55513.51
2011-10-03,CA_3,FOODS,28500.0,67513.05
2011-10-10,CA_3,FOODS,27470.0,63949.43
2011-10-17,CA_3,FOODS,24596.0,56944.07
2011-10-24,CA_3,FOODS,22656.0,52754.74
2011-10-31,CA_3,FOODS,26045.0,58350.91
2011-11-07,CA_3,FOODS,26998.0,62400.75
2011-11-14,CA_3,FOODS,24376.0,57124.23
2011-11-21,CA_3,FOODS,22011.0,49988.4
2011-11-28,CA_3,FOODS,24234.0,54816.46
2011-12-05,CA_3,FOODS,28282.0,66687.56
2011-12-12,CA_3,FOODS,26249.0,62065.64
2011-12-19,CA_3,FOODS,21807.0,50353.27
2011-12-26,CA_3,FOODS,24929.0,57308.2
2012-01-02,CA_3,FOODS,29356.0,69294.1
2012-01-09,CA_3,FOODS,27179.0,63472.99
2012-01-16,CA_3,FOODS,26696.0,61258.81
2012-01-23,CA_3,FOODS,24566.0,55858.21
2012-01-30,CA_3,FOODS,30678.0,72431.6
2012-02-06,CA_3,FOODS,32476.0,79620.43
2012-02-13,CA_3,FOODS,27348.0,66518.82
2012-02-20,CA_3,FOODS,28322.0,66738.01
2012-02-27,CA_3,FOODS,30169.0,71011.1
2012-03-05,CA_3,FOODS,33565.0,82440.25
2012-03-12,CA_3,FOODS,30197.0,72025.52
2012-03-19,CA_3,FOODS,28267.0,66447.53
2012-03-26,CA_3,FOODS,27633.0,64544.56
2012-04-02,CA_3,FOODS,34132.0,79138.17
2012-04-09,CA_3,FOODS,28843.0,68587.78
2012-04-16,CA_3,FOODS,27440.0,63601.24
2012-04-23,CA_3,FOODS,25181.0,59514.81
2012-04-30,CA_3,FOODS,29440.0,68909.05
2012-05-07,CA_3,FOODS,32535.0,75014.67
2012-05-14,CA_3,FOODS,29600.0,68164.2
2012-05-21,CA_3,FOODS,27757.0,63216.18
2012-05-28,CA_3,FOODS,30979.0,69797.65
2012-06-04,CA_3,FOODS,34634.0,79658.25
2012-06-11,CA_3,FOODS,32825.0,72600.3
2012-06-18,CA_3,FOODS,30406.0,67584.39
2012-06-25,CA_3,FOODS,28371.0,63472.71
2012-07-02,CA_3,FOODS,34918.0,78775.9
2012-07-09,CA_3,FOODS,31521.0,72197.07
2012-07-16,CA_3,FOODS,29983.0,66970.8
2012-07-23,CA_3,FOODS,28382.0,63202.0
2012-07-30,CA_3,FOODS,32675.0,72300.77
2012-08-06,CA_3,FOODS,34596.0,78516.41
2012-08-13,CA_3,FOODS,34131.0,77424.4
2012-08-20,CA_3,FOODS,29134.0,66470.07
2012-08-27,CA_3,FOODS,28293.0,63808.15
2012-09-03,CA_3,FOODS,32822.0,76916.17
2012-09-10,CA_3,FOODS,30840.0,71101.18
2012-09-17,CA_3,FOODS,26782.0,62623.85
2012-09-24,CA_3,FOODS,27603.0,64319.76
2012-10-01,CA_3,FOODS,33070.0,77008.93
2012-10-08,CA_3,FOODS,29054.0,64211.66
2012-10-15,CA_3,FOODS,25540.0,55344.4
2012-10-22,CA_3,FOODS,22650.0,50494.46
2012-10-29,CA_3,FOODS,26995.0,59663.96
2012-11-05,CA_3,FOODS,28618.0,65667.74
2012-11-12,CA_3,FOODS,24820.0,57358.72
2012-11-19,CA_3,FOODS,22475.0,50499.84
2012-11-26,CA_3,FOODS,22470.0,52766.35
2012-12-03,CA_3,FOODS,27358.0,63945.19
2012-12-10,CA_3,FOODS,25765.0,61419.43
2012-12-17,CA_3,FOODS,25613.0,60524.5
2012-12-24,CA_3,FOODS,21208.0,47787.9
2012-12-31,CA_3,FOODS,29197.0,66497.94
2013-01-07,CA_3,FOODS,30573.0,72644.85
2013-01-14,CA_3,FOODS,26114.0,61515.8
2013-01-21,CA_3,FOODS,24478.0,59103.08
2013-01-28,CA_3,FOODS,25260.0,58574.06
2013-02-04,CA_3,FOODS,25861.0,60767.95
2013-02-11,CA_3,FOODS,26642.0,64199.04
2013-02-18,CA_3,FOODS,25483.0,61342.92
2013-02-25,CA_3,FOODS,26998.0,62832.73
2013-03-04,CA_3,FOODS,28760.0,65300.82
2013-03-11,CA_3,FOODS,26985.0,64225.47
2013-03-18,CA_3,FOODS,24517.0,57794.25
2013-03-25,CA_3,FOODS,23056.0,51899.08
2013-04-01,CA_3,FOODS,29189.0,66278.8
2013-04-08,CA_3,FOODS,27858.0,63990.16
2013-04-15,CA_3,FOODS,26554.0,61574.16
2013-04-22,CA_3,FOODS,25387.0,58511.66
2013-04-29,CA_3,FOODS,28099.0,63300.85
2013-05-06,CA_3,FOODS,28778.0,68805.11
2013-05-13,CA_3,FOODS,27803.0,64256.44
2013-05-20,CA_3,FOODS,24540.0,56726.14
2013-05-27,CA_3,FOODS,27277.0,62037.42
2013-06-03,CA_3,FOODS,32638.0,73830.78
2013-06-10,CA_3,FOODS,30768.0,68822.6
2013-06-17,CA_3,FOODS,28393.0,63808.03
2013-06-24,CA_3,FOODS,31065.0,66716.51
2013-07-01,CA_3,FOODS,36172.0,79439.07
2013-07-08,CA_3,FOODS,31638.0,72071.35
2013-07-15,CA_3,FOODS,28771.0,65395.27
2013-07-22,CA_3,FOODS,29241.0,63540.64
2013-07-29,CA_3,FOODS,32062.0,69595.32
2013-08-05,CA_3,FOODS,33159.0,72492.21
2013-08-12,CA_3,FOODS,31405.0,67875.24
2013-08-19,CA_3,FOODS,31084.0,65961.67
2013-08-26,CA_3,FOODS,31332.0,66887.1
2013-09-02,CA_3,FOODS,35963.0,76907.48
2013-09-09,CA_3,FOODS,34698.0,72931.74
2013-09-16,CA_3,FOODS,30109.0,67100.87
2013-09-23,CA_3,FOODS,28070.0,64435.41
2013-09-30,CA_3,FOODS,30985.0,70898.1
2013-10-07,CA_3,FOODS,32453.0,77422.05
2013-10-14,CA_3,FOODS,28895.0,70341.69
2013-10-21,CA_3,FOODS,26848.0,64938.88
2013-10-28,CA_3,FOODS,30071.0,69506.98
2013-11-04,CA_3,FOODS,32016.0,77102.9
2013-11-11,CA_3,FOODS,28175.0,68210.42
2013-11-18,CA_3,FOODS,24720.0,61605.97
2013-11-25,CA_3,FOODS,22240.0,54108.16
2013-12-02,CA_3,FOODS,30493.0,69465.81
2013-12-09,CA_3,FOODS,27787.0,66562.8
2013-12-16,CA_3,FOODS,25769.0,61523.19
2013-12-23,CA_3,FOODS,22509.0,51854.14
2013-12-30,CA_3,FOODS,29695.0,69518.82
2014-01-06,CA_3,FOODS,31042.0,74156.35
2014-01-13,CA_3,FOODS,29008.0,66696.55
2014-01-20,CA_3,FOODS,27925.0,65379.85
2014-01-27,CA_3,FOODS,25855.0,59952.91
2014-02-03,CA_3,FOODS,31942.0,76470.78
2014-02-10,CA_3,FOODS,28763.0,71562.89
2014-02-17,CA_3,FOODS,26791.0,66197.88
2014-02-24,CA_3,FOODS,26499.0,67186.16
2014-03-03,CA_3,FOODS,29354.0,72927.62
2014-03-10,CA_3,FOODS,31350.0,78121.62
2014-03-17,CA_3,FOODS,27693.0,68923.3
2014-03-24,CA_3,FOODS,27720.0,68668.91
2014-03-31,CA_3,FOODS,31794.0,75962.05
2014-04-07,CA_3,FOODS,34288.0,82291.94
2014-04-14,CA_3,FOODS,31560.0,78493.62
2014-04-21,CA_3,FOODS,29563.0,73039.89
2014-04-28,CA_3,FOODS,32268.0,77748.3
2014-05-05,CA_3,FOODS,32559.0,81343.71
2014-05-12,CA_3,FOODS,30938.0,76156.56
2014-05-19,CA_3,FOODS,27516.0,67674.08
2014-05-26,CA_3,FOODS,28128.0,70216.23
2014-06-02,CA_3,FOODS,33228.0,81176.12
